id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
478,Qufenac,qufenac Citrate,Genentech,Musculoskeletal,Antirheumatic,52519-200-47,177.4,Tablet,"1.0 g Tablet, 30 Tablets per bottle. Typical dosing: three times daily.","qufenac belongs to the class of antirheumatic agents within the musculoskeletal category.

Mechanism of Action: qufenac works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is enhanced when taken with food. Low protein binding (<30%). Metabolized through multiple pathways with no single dominant route. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Vomiting, Nausea, Headache, Abdominal pain, Rash, Fatigue, Pruritus.",,414
479,Ficitabine,ficitabine Phosphate,Teva Pharmaceutical,Anticancer,Topoisomerase Inhibitor,43291-617-70,502.66,Lozenges,"25 mg Lozenges, 30 units per package. Typical dosing: twice daily.","ficitabine is used in the treatment of conditions requiring anticancer therapy.

Mechanism of Action: ficitabine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Widely distributed throughout body tissues. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Terminal half-life of approximately 12-24 hours.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Diarrhea, Rash, Nausea, Pruritus, Fatigue, Headache, Vomiting.",,699
480,Dopride,dopride IR,Biogen,Gastrointestinal,Antidiarrheal,97568-398-91,102.91,Orally Disintegrating Tablet,"60 mg Orally Disintegrating Tablet, 180 Orally Disintegrating Tablets per bottle. Typical dosing: as directed by physician.","dopride is indicated for the treatment of various gastrointestinal motility disorders and functional gastrointestinal syndromes.

Mechanism of Action: dopride works by stimulating gastrointestinal motility through acetylcholine-like effects.

Pharmacokinetics: Absorption is reduced when taken with food. Accumulates in adipose tissue due to lipophilic properties. Metabolized via non-CYP450 pathways. Eliminated through both renal and biliary routes.

Contraindications: Gastrointestinal perforation; Severe renal impairment; Active gastrointestinal bleeding; Gastrointestinal obstruction.

Common Adverse Effects: Increased appetite, Dizziness, Dry mouth, Constipation, Fatigue.",,596
481,Cadipine,cadipine,AstraZeneca,Antiviral,Protease Inhibitor,83824-742-92,270.07,Enteric-Coated Tablet,"10 mg Enteric-Coated Tablet, 60 Enteric-Coated Tablets per bottle. Typical dosing: as directed by physician.","cadipine belongs to the class of protease inhibitor agents within the antiviral category.

Mechanism of Action: cadipine works by binding to specific receptors in target tissues.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Moderately protein-bound (approximately 60-80%). Metabolism shows significant inter-individual variability. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Fatigue, Abdominal pain, Dizziness, Diarrhea, Pruritus, Nausea, Rash.",,543
482,Deridone,deridone,Strides Pharma,Immunological,Immunostimulant,60161-579-70,162.2,Vaginal Suppository,"50 mg Vaginal Suppository, 100 units per package. Typical dosing: as directed by physician.","deridone is a immunostimulant medication classified under immunological drugs.

Mechanism of Action: deridone works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Crosses the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Nausea, Vomiting, Diarrhea, Dizziness, Fatigue, Rash.",,502
483,Gazepine,gazepine,Alembic Pharmaceuticals,Anticancer,Alkylating Agent,56696-544-94,1591.87,Vaginal Suppository,"50 mg Vaginal Suppository, 30 units per package. Typical dosing: twice daily.","gazepine is used in the treatment of conditions requiring anticancer therapy.

Mechanism of Action: gazepine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is reduced when taken with food. Accumulates in adipose tissue due to lipophilic properties. Metabolism shows significant inter-individual variability. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Dizziness, Nausea, Diarrhea, Vomiting, Fatigue.",,238
484,Tidipine,tidipine,Biogen,Immunological,Immunostimulant,39341-289-43,93.96,Inhalation Solution,"50.0 mg/mL Inhalation Solution, 120 mL bottle. Typical dosing: twice daily.","tidipine is a immunostimulant medication classified under immunological drugs.

Mechanism of Action: tidipine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is enhanced when taken with food. Moderately protein-bound (approximately 60-80%). Metabolized via non-CYP450 pathways. Elimination rate depends on hepatic function.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation.

Common Adverse Effects: Fatigue, Rash, Nausea, Diarrhea, Pruritus, Abdominal pain.",,395
485,Mimycin,mimycin Sodium,Pfizer,Ophthalmological,Miotic,98734-467-19,219.31,Injection,"50.0 mg/mL Injection, 10 1 mL vials. Typical dosing: once daily.","mimycin is used in the treatment of conditions requiring ophthalmological therapy.

Mechanism of Action: mimycin works by binding to specific receptors in target tissues.

Pharmacokinetics: Well absorbed through transdermal application. Accumulates in adipose tissue due to lipophilic properties. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Headache, Nausea, Abdominal pain, Dizziness, Pruritus, Vomiting.",,558
486,Gatriptium,gatriptium,Serum Institute,Respiratory,Leukotriene Modifier,79348-314-32,192.72,Topical Ointment,"0.5 % Topical Ointment, 20 g tube. Typical dosing: once daily.","gatriptium is used for symptomatic relief of respiratory tract disorders characterized by congestion and inflammation.

Mechanism of Action: gatriptium works by stimulating beta-2 adrenergic receptors in bronchial smooth muscle, causing bronchodilation.

Pharmacokinetics: Absorption is reduced when taken with food. Highly protein-bound (approximately 90-95%). Metabolism shows significant inter-individual variability. Excreted in urine as metabolites.

Contraindications: Status asthmaticus; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Bronchospasm, Increased sputum production, Rash, Fatigue, Cough, Headache.",CYP2B6,517
487,Nozolam,Regnozolam,Regeneron,Central Nervous System,Analgesic,59698-378-51,172.79,Topical Gel,"200.0 mg/g Topical Gel, 10 g tube. Typical dosing: twice daily.","nozolam helps restore the balance of certain natural substances in the brain, improving mood, thoughts, and behavior.

Mechanism of Action: nozolam works by inhibiting monoamine oxidase, increasing levels of monoamine neurotransmitters.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Highly protein-bound (approximately 90-95%). Metabolized via non-CYP450 pathways. Terminal half-life of approximately 12-24 hours.

Contraindications: Pregnancy and lactation; Suicidal ideation; Angle-closure glaucoma; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Paresthesia, Abdominal pain, Insomnia, Dizziness, Fatigue, Vomiting.",,286
488,Lizosin,SI-lizosin Plus,Serum Institute,Immunological,Immunosuppressant,86420-907-73,459.36,Injection,"25.0 mg/mL Injection, 5 50 mL vials. Typical dosing: three times daily.","lizosin is a immunosuppressant medication classified under immunological drugs.

Mechanism of Action: lizosin works by enhancing physiological defense mechanisms.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Moderately protein-bound (approximately 60-80%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Elimination rate depends on hepatic function.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Vomiting, Dizziness, Headache, Rash, Pruritus, Fatigue, Abdominal pain.",,369
489,Rotriptan,rotriptan Citrate HBr,Johnson & Johnson,Antiparasitic,Antimalarial,41118-617-62,49.61,Rectal Suppository,"5 mg Rectal Suppository, 100 units per package. Typical dosing: twice daily.","rotriptan is used in the treatment of conditions requiring antiparasitic therapy.

Mechanism of Action: rotriptan works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Slowly absorbed after oral administration. Crosses the blood-brain barrier. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Abdominal pain, Fatigue, Nausea, Vomiting.",,431
490,Sidronate,sidronate CR,Cipla,Anticancer,Immunotherapy,14652-131-27,871.67,Capsule,"1000 mcg Capsule, 60 Capsules per bottle. Typical dosing: as directed by physician.","sidronate belongs to the class of immunotherapy agents within the anticancer category.

Mechanism of Action: sidronate works by binding to specific receptors in target tissues.

Pharmacokinetics: Absorption is reduced when taken with food. Moderately protein-bound (approximately 60-80%). Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Prolonged half-life allowing once-daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Dizziness, Diarrhea, Pruritus, Fatigue, Rash.",,433
491,Tefibrate,PH-tefibrate Maleate,Piramal Healthcare,Cardiovascular,Antihyperlipidemic,37295-126-71,25.67,Capsule,"1000 mcg Capsule, 120 Capsules per bottle. Typical dosing: three times daily.","tefibrate is indicated for the treatment of hypertension, either alone or in combination with other antihypertensive agents.

Mechanism of Action: tefibrate works by selectively blocking beta-adrenergic receptors, reducing the effects of epinephrine.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Crosses the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Cardiogenic shock; Acute heart failure; Severe renal impairment.

Common Adverse Effects: Vomiting, Pruritus, Hypotension, Rash, Edema, Diarrhea.",,306
492,Carubicin,carubicin IV,Allergan,Central Nervous System,Antidepressant,22804-322-21,104.94,Tablet,"150.0 mg Tablet, 50 Tablets per bottle. Typical dosing: twice daily.","carubicin is a antidepressant that acts on the central nervous system to treat conditions such as depression, anxiety, or seizures.

Mechanism of Action: carubicin works by inhibiting the reuptake of serotonin and norepinephrine in the CNS.

Pharmacokinetics: Absorption is reduced when taken with food. Highly protein-bound (approximately 90-95%). Metabolism shows significant inter-individual variability. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Recent myocardial infarction; Pregnancy and lactation; Angle-closure glaucoma.

Common Adverse Effects: Vomiting, Memory impairment, Paresthesia, Depression, Anxiety.",,565
